date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:22:34	1762/1762	---M-Z	200	added ('OK')	text/html	etag:%226e2-5b7079cb03140-gzip%22	https://gymove.dexignzone.com/xhtml/page-error-500.html	C:/template/gymove.dexignzone.com/xhtml/page-error-500.html	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:34	1736/1736	---M-Z	200	added ('OK')	text/html	etag:%226c8-5b7079cbf7380-gzip%22	https://gymove.dexignzone.com/xhtml/page-error-503.html	C:/template/gymove.dexignzone.com/xhtml/page-error-503.html	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:35	2529/2529	---M-Z	200	added ('OK')	text/html	etag:%229e1-5b7079cbf7380-gzip%22	https://gymove.dexignzone.com/xhtml/page-lock-screen.html	C:/template/gymove.dexignzone.com/xhtml/page-lock-screen.html	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:35	2732/2732	---M--	200	added ('OK')	image/png	etag:%22aac-5b7079e79f4c0%22	https://gymove.dexignzone.com/xhtml/images/calendar.png	C:/template/gymove.dexignzone.com/xhtml/images/calendar.png	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:35	4263/4263	---M--	200	added ('OK')	image/jpeg	etag:%2210a7-5b707a23b4280%22	https://gymove.dexignzone.com/xhtml/images/testimonial/1.jpg	C:/template/gymove.dexignzone.com/xhtml/images/testimonial/1.jpg	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:35	9157/9157	---M--	200	added ('OK')	image/jpeg	etag:%2223c5-5b707a24a84c0%22	https://gymove.dexignzone.com/xhtml/images/testimonial/2.jpg	C:/template/gymove.dexignzone.com/xhtml/images/testimonial/2.jpg	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:36	8682/8682	---M--	200	added ('OK')	image/jpeg	etag:%2221ea-5b707a24a84c0%22	https://gymove.dexignzone.com/xhtml/images/testimonial/3.jpg	C:/template/gymove.dexignzone.com/xhtml/images/testimonial/3.jpg	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:36	9126/9126	---M--	200	added ('OK')	image/jpeg	etag:%2223a6-5b707a259c700%22	https://gymove.dexignzone.com/xhtml/images/testimonial/4.jpg	C:/template/gymove.dexignzone.com/xhtml/images/testimonial/4.jpg	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:37	12072/12072	---M--	200	added ('OK')	image/png	etag:%222f28-5b707a02533c0%22	https://gymove.dexignzone.com/xhtml/images/menus/1.png	C:/template/gymove.dexignzone.com/xhtml/images/menus/1.png	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:37	13996/13996	---M--	200	added ('OK')	image/png	etag:%2236ac-5b707a043b840%22	https://gymove.dexignzone.com/xhtml/images/menus/2.png	C:/template/gymove.dexignzone.com/xhtml/images/menus/2.png	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:37	12687/12687	---M--	200	added ('OK')	image/png	etag:%22318f-5b707a052fa80%22	https://gymove.dexignzone.com/xhtml/images/menus/3.png	C:/template/gymove.dexignzone.com/xhtml/images/menus/3.png	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:38	12090/12090	---M--	200	added ('OK')	image/png	etag:%222f3a-5b707a052fa80%22	https://gymove.dexignzone.com/xhtml/images/menus/4.png	C:/template/gymove.dexignzone.com/xhtml/images/menus/4.png	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:38	1351/1351	---M-Z	200	added ('OK')	text/html	etag:%22547-5b6f8239a1b40-gzip%22	https://gymove.dexignzone.com/xhtml/ajax/featured-menu-list.html	C:/template/gymove.dexignzone.com/xhtml/ajax/featured-menu-list.html	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:38	50598/50598	---M--	200	added ('OK')	application/x-javascript	etag:%22c5a6-5b5f83472aa00%22	https://gymove.dexignzone.com/xhtml/vendor/bootstrap-select/dist/js/bootstrap-select.min.js	C:/template/gymove.dexignzone.com/xhtml/vendor/bootstrap-select/dist/js/bootstrap-select.min.js	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:39	5773/5773	---M--	200	added ('OK')	application/x-javascript	etag:%22168d-5def5f87f4f40%22	https://gymove.dexignzone.com/xhtml/js/custom.min.js	C:/template/gymove.dexignzone.com/xhtml/js/custom.min.js	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:39	980/980	---M--	200	added ('OK')	application/x-javascript	etag:%223d4-5b6f81579c600%22	https://gymove.dexignzone.com/xhtml/js/deznav-init.js	C:/template/gymove.dexignzone.com/xhtml/js/deznav-init.js	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:39	218936/218936	---M--	200	added ('OK')	application/x-javascript	etag:%2235738-5b2ceab63ba00%22	https://gymove.dexignzone.com/xhtml/vendor/global/global.min.js	C:/template/gymove.dexignzone.com/xhtml/vendor/global/global.min.js	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:39	3722/3722	---M--	200	added ('OK')	application/x-javascript	etag:%22e8a-58dde996f0800%22	https://gymove.dexignzone.com/xhtml/vendor/peity/jquery.peity.min.js	C:/template/gymove.dexignzone.com/xhtml/vendor/peity/jquery.peity.min.js	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:40	42766/42766	---M--	200	added ('OK')	application/x-javascript	etag:%22a70e-58fb2d4a3ab80%22	https://gymove.dexignzone.com/xhtml/vendor/owl-carousel/owl.carousel.js	C:/template/gymove.dexignzone.com/xhtml/vendor/owl-carousel/owl.carousel.js	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:40	5622/5622	---M--	200	added ('OK')	application/x-javascript	etag:%2215f6-5b6f816125c80%22	https://gymove.dexignzone.com/xhtml/js/dashboard/dashboard-1.js	C:/template/gymove.dexignzone.com/xhtml/js/dashboard/dashboard-1.js	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:40	239/239	---M--	302	error ('Found')	text/html	date:Mon,%2016%20Jan%202023%2002:22:42%20GMT	https://gymove.dexignzone.com/xhtml/vendor/owl-carousel/owl.video.play.png	C:/template/gymove.dexignzone.com/xhtml/vendor/owl-carousel/owl.video.play.png	(from https://gymove.dexignzone.com/xhtml/vendor/owl-carousel/owl.carousel.css)
09:22:40	210031/210031	---M--	200	added ('OK')	application/x-javascript	etag:%223346f-58dde99508380%22	https://gymove.dexignzone.com/xhtml/vendor/chart.js/Chart.bundle.min.js	C:/template/gymove.dexignzone.com/xhtml/vendor/chart.js/Chart.bundle.min.js	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:41	10621/10621	---M--	200	added ('OK')	text/css	etag:%22297d-5b36e53f6a200%22	https://gymove.dexignzone.com/xhtml/icons/simple-line-icons/css/simple-line-icons.css	C:/template/gymove.dexignzone.com/xhtml/icons/simple-line-icons/css/simple-line-icons.css	(from https://gymove.dexignzone.com/xhtml/css/style.css)
09:22:41	31028/31028	---M--	200	added ('OK')	text/css	etag:%227934-58dde99508380%22	https://gymove.dexignzone.com/xhtml/icons/font-awesome-old/css/font-awesome.min.css	C:/template/gymove.dexignzone.com/xhtml/icons/font-awesome-old/css/font-awesome.min.css	(from https://gymove.dexignzone.com/xhtml/css/style.css)
09:22:41	13858/13858	---M--	200	added ('OK')	text/css	etag:%223622-5b36e55fd6e80%22	https://gymove.dexignzone.com/xhtml/icons/themify-icons/css/themify-icons.css	C:/template/gymove.dexignzone.com/xhtml/icons/themify-icons/css/themify-icons.css	(from https://gymove.dexignzone.com/xhtml/css/style.css)
09:22:42	105572/105572	---M--	200	added ('OK')	text/css	etag:%2219c64-5b36e53027e00%22	https://gymove.dexignzone.com/xhtml/icons/material-design-iconic-font/css/materialdesignicons.min.css	C:/template/gymove.dexignzone.com/xhtml/icons/material-design-iconic-font/css/materialdesignicons.min.css	(from https://gymove.dexignzone.com/xhtml/css/style.css)
09:22:42	6237/6237	---M--	200	added ('OK')	text/css	etag:%22185d-5b36e4d49a600%22	https://gymove.dexignzone.com/xhtml/icons/avasta/css/style.css	C:/template/gymove.dexignzone.com/xhtml/icons/avasta/css/style.css	(from https://gymove.dexignzone.com/xhtml/css/style.css)
09:22:42	17957/17957	---M--	200	added ('OK')	text/css	etag:%224625-5b36e4e7ad300%22	https://gymove.dexignzone.com/xhtml/icons/flaticon/flaticon.css	C:/template/gymove.dexignzone.com/xhtml/icons/flaticon/flaticon.css	(from https://gymove.dexignzone.com/xhtml/css/style.css)
09:22:43	89729/89729	---M--	200	added ('OK')	text/css	etag:%2215e81-596c0603c3900%22	https://gymove.dexignzone.com/xhtml/icons/line-awesome/css/line-awesome.min.css	C:/template/gymove.dexignzone.com/xhtml/icons/line-awesome/css/line-awesome.min.css	(from https://gymove.dexignzone.com/xhtml/css/style.css)
09:22:43	1819/1819	---M--	200	added ('OK')	text/css	etag:%2271b-5b36e7decd200%22	https://gymove.dexignzone.com/xhtml/vendor/perfect-scrollbar/css/perfect-scrollbar.css	C:/template/gymove.dexignzone.com/xhtml/vendor/perfect-scrollbar/css/perfect-scrollbar.css	(from https://gymove.dexignzone.com/xhtml/css/style.css)
09:22:43	28765/28765	---M--	200	added ('OK')	text/css	etag:%22705d-58dde99508380%22	https://gymove.dexignzone.com/xhtml/vendor/aos/css/aos.min.css	C:/template/gymove.dexignzone.com/xhtml/vendor/aos/css/aos.min.css	(from https://gymove.dexignzone.com/xhtml/css/style.css)
09:22:43	57953/57953	---M--	200	added ('OK')	text/css	etag:%22e261-5b36e86268880%22	https://gymove.dexignzone.com/xhtml/vendor/animate/animate.min.css	C:/template/gymove.dexignzone.com/xhtml/vendor/animate/animate.min.css	(from https://gymove.dexignzone.com/xhtml/css/style.css)
09:22:43	2144/2144	---M--	200	added ('OK')	text/css	etag:%22860-5b36e80c93e00%22	https://gymove.dexignzone.com/xhtml/vendor/metismenu/css/metisMenu.min.css	C:/template/gymove.dexignzone.com/xhtml/vendor/metismenu/css/metisMenu.min.css	(from https://gymove.dexignzone.com/xhtml/css/style.css)
09:22:43	459010/459010	---M--	200	added ('OK')	application/x-javascript	etag:%2270102-5aecc820ced80%22	https://gymove.dexignzone.com/xhtml/vendor/apexchart/apexchart.js	C:/template/gymove.dexignzone.com/xhtml/vendor/apexchart/apexchart.js	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:43	239/239	---M--	302	error ('Found')	text/html	date:Mon,%2016%20Jan%202023%2002:22:45%20GMT	https://gymove.dexignzone.com/xhtml/images/body/12.jpg	C:/template/gymove.dexignzone.com/xhtml/images/body/12.jpg	(from https://gymove.dexignzone.com/xhtml/css/style.css)
09:22:44	239/239	---M--	302	error ('Found')	text/html	date:Mon,%2016%20Jan%202023%2002:22:46%20GMT	https://gymove.dexignzone.com/xhtml/images/svg/cd-arrow.svg	C:/template/gymove.dexignzone.com/xhtml/images/svg/cd-arrow.svg	(from https://gymove.dexignzone.com/xhtml/css/style.css)
09:22:44	239/239	---M--	302	error ('Found')	text/html	date:Mon,%2016%20Jan%202023%2002:22:46%20GMT	https://gymove.dexignzone.com/xhtml/images/circle.png	C:/template/gymove.dexignzone.com/xhtml/images/circle.png	(from https://gymove.dexignzone.com/xhtml/css/style.css)
09:22:45	7720/7720	---M--	200	added ('OK')	image/png	etag:%221e28-5b7079e987940%22	https://gymove.dexignzone.com/xhtml/images/like.png	C:/template/gymove.dexignzone.com/xhtml/images/like.png	(from https://gymove.dexignzone.com/xhtml/css/style.css)
09:22:45	65333/65333	---M--	200	added ('OK')	image/jpeg	etag:%22ff35-5b7079e6ab280%22	https://gymove.dexignzone.com/xhtml/images/1.jpg	C:/template/gymove.dexignzone.com/xhtml/images/1.jpg	(from https://gymove.dexignzone.com/xhtml/css/style.css)
09:22:45	20463/20463	---M--	200	added ('OK')	text/css	etag:%224fef-587d80948b980%22	https://gymove.dexignzone.com/xhtml/vendor/lightgallery/css/lightgallery.min.css	C:/template/gymove.dexignzone.com/xhtml/vendor/lightgallery/css/lightgallery.min.css	(from https://gymove.dexignzone.com/xhtml/app-profile.html)
09:22:45	17196/17196	---M--	200	added ('OK')	image/png	etag:%22432c-5b707a1dfb500%22	https://gymove.dexignzone.com/xhtml/images/profile/profile.png	C:/template/gymove.dexignzone.com/xhtml/images/profile/profile.png	(from https://gymove.dexignzone.com/xhtml/app-profile.html)
09:22:46	368381/368381	---M--	200	added ('OK')	image/jpeg	etag:%2259efd-5b707a1d072c0%22	https://gymove.dexignzone.com/xhtml/images/profile/cover.jpg	C:/template/gymove.dexignzone.com/xhtml/images/profile/cover.jpg	(from https://gymove.dexignzone.com/xhtml/css/style.css)
